id,hora,tipo,boca,TBA,IMO,amarracao,fundeio_barra,navio_id,manobra,data,LOA,calado,DWT,rebocadores,indicativo,situacao,navio
93,12:00:00,FC,48.32,112836,9777175,,,9777175,2025-08-15,EF: ,330.02,0.0,134931, ,9HA4529,PREVISTA,Navio: CAPE ARTEMISIO Bandeira: MALTA IMO: 9777175
94,12:00:00,FC,34.89,39106,9612791,,,9612791,2025-08-15,EF: ,224.0,0.0,48044, ,PU8270,PREVISTA,Navio: NC BRAVO Bandeira: BRAZIL IMO: 9612791
95,13:00:00,FC,45.2,89174,9526942,,,9526942,2025-08-15,EF: ,299.9,0.0,106043, ,OZGB2,PREVISTA,Navio: MAERSK LAGUNA Bandeira: DENMARK IMO: 9526942
96,13:00:00,TQ,32.23,30240,9538153,,,9538153,2025-08-15,EF: ,183.2,0.0,52422, ,9V8232,PREVISTA,Navio: VIALLI Bandeira: SINGAPORE IMO: 9538153
97,13:00:00,TQ,26.8,19349,9568500,,,9568500,2025-08-15,EF: ,170.0,0.0,26961, ,3FHT5,PREVISTA,Navio: SAKURA BELLE Bandeira: PANAMA IMO: 9568500
98,13:00:00,GR,32.3,33042,9607277,,2025-08-06 15:30:00,9607277,2025-08-15,EF: ,189.99,12.1,56780, ,9HA2800,PREVISTA,Navio: BLUE FIN Bandeira: MALTA IMO: 9607277
99,17:00:00,GR,32.29,43268,9582843,,,9582843,2025-08-15,EF: ,228.99,0.0,82113, ,V7A4724,PREVISTA,Navio: MONT FORT Bandeira: MARSHALL ISLANDS IMO: 9582843
100,17:00:00,GR,32.26,43241,9836579,,,9836579,2025-08-15,EF: ,229.0,0.0,81668, ,V7A2879,PREVISTA,Navio: BASIC GLORY Bandeira: MARSHALL ISLANDS IMO: 9836579
101,17:00:00,GR,32.24,34157,9775854,,,9775854,2025-08-15,EF: ,199.99,0.0,60513, ,3FDI9,PREVISTA,Navio: ES WARRIOR Bandeira: PANAMA IMO: 9775854
102,17:00:00,GR,32.3,33230,9494058,,,9494058,2025-08-15,EF: ,190.0,0.0,57408, ,A8XO2,PREVISTA,Navio: AL YASAT- II Bandeira: LIBERIA IMO: 9494058
103,17:00:00,GR,30.05,24212,9626613,,,9626613,2025-08-15,EF: ,180.0,0.0,35856, ,V7YS3,PREVISTA,Navio: MOTHER M Bandeira: MARSHALL ISLANDS IMO: 9626613
104,17:00:00,GR,32.29,43012,9433614,,2025-08-10 22:54:00,9433614,2025-08-15,EF: ,228.99,6.65,82171, ,5LTO3,PREVISTA,Navio: BASEL Bandeira: LIBERIA IMO: 9433614
105,17:00:00,OH,29.58,24020,9604847,,2025-08-03 17:34:00,9604847,2025-08-15,EF: ,183.0,10.2,38468, ,V7A5071,PREVISTA,Navio: MERLIN Bandeira: MARSHALL ISLANDS IMO: 9604847
106,04:00:00,FC,35.04,29829,9953561,,,9953561,2025-08-16,EF: ,185.97,0.0,38605, ,V7A5955,PREVISTA,Navio: IRENES RULE Bandeira: MARSHALL ISLANDS IMO: 9953561
107,08:00:00,,29.2,24409,9777424,,,9777424,2025-08-16,EF: ,185.06,10.5,40810, ,V7QE6,PREVISTA,Navio: CHEMOCEAN LEO Bandeira: MARSHALL ISLANDS IMO: 9777424
108,10:00:00,OH,32.24,29688,9189940,,,9189940,2025-08-16,EF: ,194.94,0.0,50655, ,2ETN8,PREVISTA,Navio: STAR MAIA Bandeira: ISLE OF MAN IMO: 9189940
109,11:00:00,FC,51.0,129503,9938286,,,9938286,2025-08-16,EF: ,336.0,0.0,145650, ,9HA6023,PREVISTA,Navio: CMA CGM BELEM Bandeira: MALTA IMO: 9938286
110,11:00:00,FC,42.8,69809,9629457,,,9629457,2025-08-16,EF: ,270.9,0.0,80551, ,D5EX4,PREVISTA,Navio: CARDIFF Bandeira: LIBERIA IMO: 9629457
111,13:00:00,OH,27.03,19883,9268083,,2025-08-03 05:00:00,9268083,2025-08-16,EF: ,171.6,6.4,31646, ,8PKO8,PREVISTA,Navio: KAPADOKYA Bandeira: BARBADOS IMO: 9268083
112,14:00:00,TQ,24.03,12075,9838670,,,9838670,2025-08-16,EF: ,146.5,0.0,19999, ,V7A2395,PREVISTA,Navio: CHEM BARIUM Bandeira: MARSHALL ISLANDS IMO: 9838670
113,17:00:00,GR,32.3,43810,9727065,,,9727065,2025-08-16,EF: ,228.99,0.0,81841, ,5LUM6,PREVISTA,Navio: BH ASSEMBLE Bandeira: LIBERIA IMO: 9727065
114,17:00:00,GR,32.28,43461,9894284,,,9894284,2025-08-16,EF: ,229.0,0.0,81934, ,3FFJ6,PREVISTA,Navio: FLOURISH DIVA Bandeira: PANAMA IMO: 9894284
115,17:00:00,GR,32.3,32983,9456367,,,9456367,2025-08-16,EF: ,189.94,0.0,56898, ,A8WY6,PREVISTA,Navio: PISTI Bandeira: LIBERIA IMO: 9456367
116,17:00:00,GR,29.83,23268,9659892,,,9659892,2025-08-16,EF: ,179.97,0.0,38072, ,VRMA9,PREVISTA,"Navio: OCEAN INNOVATION Bandeira: HONG KONG, CHINA IMO: 9659892"
117,17:00:00,GR,32.3,44543,9592056,,2025-07-31 11:18:00,9592056,2025-08-16,EF: ,228.88,12.3,82305, ,BOZE8,PREVISTA,Navio: XIN QI XING Bandeira: CHINA IMO: 9592056
118,05:00:00,FC,48.34,114183,9793959,,,9793959,2025-08-17,EF: ,330.0,0.0,132586, ,VRSB5,PREVISTA,"Navio: KOTA PURI Bandeira: HONG KONG, CHINA IMO: 9793959"
119,08:00:00,TQ,24.23,11733,9493145,,,9493145,2025-08-17,EF: ,141.0,0.0,19801, ,D5EL2,PREVISTA,Navio: GOLDENGATE PARK Bandeira: LIBERIA IMO: 9493145
120,13:00:00,GR,30.04,22860,9649885,,2025-07-27 15:30:00,9649885,2025-08-17,EF: ,179.98,10.5,35340, ,HSB8254,PREVISTA,Navio: PAVIDA NAREE Bandeira: THAILAND IMO: 9649885
121,13:00:00,GR,32.26,36192,9966843,,2025-07-25 03:36:00,9966843,2025-08-17,EF: ,199.99,12.5,64701, ,9HA5651,PREVISTA,Navio: NEWPORT Bandeira: MALTA IMO: 9966843
122,17:00:00,GR,32.3,35873,9700421,,,9700421,2025-08-17,EF: ,199.9,0.0,63064, ,5LQ17,PREVISTA,Navio: ANEMON Bandeira: LIBERIA IMO: 9700421
123,05:00:00,FC,32.27,40146,9243162,,,9243162,2025-08-18,EF: ,243.35,0.0,40478, ,5LBM2,PREVISTA,Navio: VELIKA Bandeira: LIBERIA IMO: 9243162
124,12:00:00,TQ,26.63,19464,9412737,,,9412737,2025-08-18,EF: ,170.0,0.0,33609, ,LACQ8,PREVISTA,Navio: BOW COMPASS Bandeira: NORWAY IMO: 9412737
125,13:00:00,GR,32.29,43007,9668893,,2025-08-06 23:42:00,9668893,2025-08-18,EF: ,228.99,0.0,81922, ,V7A5559,PREVISTA,Navio: ZURICH Bandeira: MARSHALL ISLANDS IMO: 9668893
126,13:00:00,TQ,26.94,17139,9777400,,,9777400,2025-08-18,EF: ,165.16,0.0,27601, ,LADI8,PREVISTA,Navio: BOW TUNGSTEN Bandeira: NORWAY IMO: 9777400
127,13:00:00,GR,30.04,21574,9796535,,,9796535,2025-08-18,EF: ,179.97,9.9,34442, ,D5QQ5,PREVISTA,Navio: DAIWAN LEADER Bandeira: LIBERIA IMO: 9796535
128,17:00:00,GR,32.29,44326,9589164,,,9589164,2025-08-18,EF: ,229.02,0.0,81290, ,C6CG8,PREVISTA,Navio: LYRIC HARMONY Bandeira: BAHAMAS IMO: 9589164
129,17:00:00,GR,30.05,24247,9646728,,2025-07-24 11:42:00,9646728,2025-08-18,EF: ,180.0,10.04,36064, ,V7CH6,PREVISTA,Navio: ABYSSINIAN Bandeira: MARSHALL ISLANDS IMO: 9646728
130,05:00:00,FC,48.34,114643,9945473,,,9945473,2025-08-19,EF: ,329.79,0.0,132314, ,VRUN2,PREVISTA,"Navio: ZIM USA Bandeira: HONG KONG, CHINA IMO: 9945473"
131,06:00:00,FC,48.2,95680,9722675,,,9722675,2025-08-19,EF: ,299.9,0.0,110283, ,9HA4133,PREVISTA,Navio: CMA CGM NIAGARA Bandeira: MALTA IMO: 9722675
132,13:00:00,TQ,25.03,14927,9952165,,,9952165,2025-08-19,EF: ,156.53,0.0,26004, ,9V7743,PREVISTA,Navio: BOW LEOPARD Bandeira: SINGAPORE IMO: 9952165
133,13:00:00,GR,32.24,38938,9262936,,,9262936,2025-08-19,EF: ,224.89,6.85,74181, ,A8IS4,PREVISTA,Navio: CPT GEORGIOS S Bandeira: LIBERIA IMO: 9262936
134,10:00:00,OH,36.0,45030,1027380,,,1027380,2025-08-20,EF: ,209.99,0.0,73641, ,HOA4568,PREVISTA,Navio: GREEN OSAKA Bandeira: PANAMA IMO: 1027380
135,17:00:00,GR,32.31,36357,9722053,,,9722053,2025-08-20,EF: ,199.9,0.0,63277, ,V7YR2,PREVISTA,Navio: JABAL HARIM Bandeira: MARSHALL ISLANDS IMO: 9722053
136,17:00:00,GR,32.3,33044,9594418,,,9594418,2025-08-20,EF: ,189.99,0.0,56720, ,9HA3094,PREVISTA,Navio: OTZIAS Bandeira: MALTA IMO: 9594418
137,17:00:00,TQ,32.23,30480,9767235,,,9767235,2025-08-20,EF: ,186.0,0.0,51609, ,3EJI6,PREVISTA,Navio: ISLA DE BIOKO Bandeira: PANAMA IMO: 9767235
138,17:00:00,TQ,23.74,11792,9985992,,,9985992,2025-08-20,EF: ,145.53,0.0,19910, ,DYOX,PREVISTA,Navio: EVA PEARL Bandeira: PHILIPPINES IMO: 9985992
139,21:00:00,GR,27.23,16960,9291212,,,9291212,2025-08-20,EF: ,169.26,0.0,28449, ,T7BF3,PREVISTA,Navio: AYANA STAR Bandeira: SAN MARINO IMO: 9291212
140,12:00:00,GR,30.0,23759,9912440,,,9912440,2025-08-21,EF: ,179.9,0.0,37301, ,5LEB4,PREVISTA,Navio: BUNUN STAR Bandeira: LIBERIA IMO: 9912440
141,13:00:00,OH,31.03,32458,9232814,,2025-07-22 21:15:00,9232814,2025-08-21,EF: ,189.78,0.0,47792, ,C6SD9,PREVISTA,Navio: SPRUCE ARROW Bandeira: BAHAMAS IMO: 9232814
142,17:00:00,GR,32.31,36449,9700055,,,9700055,2025-08-23,EF: ,199.99,0.0,63514, ,V7VR2,PREVISTA,Navio: AIKATERINI Bandeira: MARSHALL ISLANDS IMO: 9700055
143,13:00:00,GR,32.25,41759,9694488,,,9694488,2025-08-25,EF: ,225.0,7.72,78056, ,5BDH4,PREVISTA,Navio: CYMONA PRIDE Bandeira: CYPRUS IMO: 9694488
144,08:00:00,FC,48.31,113509,9768007,,,9768007,2025-08-26,EF: ,335.98,0.0,119180, ,VRRQ4,PREVISTA,"Navio: LAEM CHABANG EXPRESS Bandeira: HONG KONG, CHINA IMO: 9768007"
145,12:00:00,,32.29,43543,1023358,,,1023358,2025-08-26,EF: ,228.99,0.0,82066, ,5LUX8,PREVISTA,Navio: PRIVACY Bandeira: LIBERIA IMO: 1023358
146,13:00:00,OH,29.4,19822,9338589,,2025-08-06 17:30:00,9338589,2025-08-26,EF: ,175.5,6.2,31945, ,V3WA4,PREVISTA,Navio: AMAR MERAY Bandeira: BELIZE IMO: 9338589
147,13:00:00,OH,32.26,30983,9385506,,,9385506,2025-08-27,EF: ,189.99,0.0,54204, ,3EYI6,PREVISTA,Navio: MOMI ARROW Bandeira: PANAMA IMO: 9385506
148,06:00:00,OH,29.0,22073,9186780,,,9186780,2025-08-28,EF: ,173.0,11.1,36466, ,C6EV8,PREVISTA,Navio: TEAL ARROW Bandeira: BAHAMAS IMO: 9186780
149,17:00:00,OH,30.0,23703,9778997,,2025-08-05 13:24:00,9778997,2025-08-30,EA: AZ1011 QB,180.0,0.0,38582, ,V7A5358,PREVISTA,Navio: ASL CRYSTAL Bandeira: MARSHALL ISLANDS IMO: 9778997
150,08:00:00,FC,42.88,70704,9719874,,,9719874,2025-08-31,EF: ,270.9,0.0,79880, ,5BUE4,PREVISTA,Navio: CAPE PIONEER Bandeira: CYPRUS IMO: 9719874
151,19:00:00,TQ,32.22,28059,9266475,,,9266475,2025-09-14,EF: ,179.88,0.0,46013, ,TJMC136,PREVISTA,Navio: SAURI Bandeira: CAMARÕES IMO: 9266475
2025-08-11,14:00:00,GR,26.0,14458,9217826,L,2025-07-28 15:00:00,9217826,EF: ,1,150.52,6.0,23677,CAM S W,8PGO9,A CONFIRMAR
2025-08-11,14:00:00,GR,32.29,44192,9706786,L,2025-07-25 08:00:00,9706786,EF: ,2,229.0,7.0,82045,SV W S,V7A7228,A CONFIRMAR
2025-08-11,14:00:00,GR,32.29,42708,9528574,P,2025-07-30 14:57:00,9528574,EF: ,3,224.9,7.2,81393,SV W S,A8PX9,A CONFIRMAR
2025-08-11,15:00:00,GR,32.3,44373,9598177,P,2025-08-01 10:50:00,9598177,DF: AZ14 BB,4,228.92,13.1,82043,W CAM SN,VRLC5,A CONFIRMAR
2025-08-11,14:00:00,FC,48.33,95014,9605279,L,,9605279,DS: AZ16 BB,5,299.91,11.6,117999,W CAM S,9HA3462,A CONFIRMAR
2025-08-11,15:00:00,GR,32.29,39737,9427029,L,2025-07-26 03:30:00,9427029,EF: ,6,224.94,6.75,76596,SV W S,9HA4706,A CONFIRMAR
2025-08-11,17:00:00,GR,32.3,34241,9805659,P,2025-08-05 14:30:00,9805659,DS: AZ0304 BB,7,199.98,13.05,60396,S CAM W,9HA4627,A CONFIRMAR
2025-08-11,15:30:00,FC,51.03,139136,9968853,,2025-08-09 23:22:00,9968853,EA: AZ18 QB,8,335.0,10.5,156597, ,9V9162,PREVISTA
2025-08-11,15:30:00,GR,32.29,42638,9363649,P,2025-08-02 00:00:00,9363649,EA: AZ14 BB,9,224.86,7.1,82354,W CAM SN,VREJ2,A CONFIRMAR
2025-08-11,16:00:00,FC,42.86,83133,9285691,L,,9285691,DS: AZ18 BB,10,300.07,9.55,106449,W CAM S,D5VS7,A CONFIRMAR
2025-08-11,17:00:00,GR,32.26,43672,9902263,,2025-08-08 21:00:00,9902263,EF: ,11,228.99,13.1,82533, ,3FAE7,PREVISTA
2025-08-11,19:00:00,GR,32.28,43621,9852808,L,2025-07-17 07:31:00,9852808,DS: AZ09 BB,12,228.94,7.21,81557,SV W S,3FAX3,A CONFIRMAR
2025-08-11,20:00:00,FC,40.05,75579,9349540,P,,9349540,EA: AZ16 QB,13,306.0,10.6,85463,S CAM SV,D5ME4,A CONFIRMAR
2025-08-11,23:30:00,GR,32.26,43821,9968358,L,2025-08-05 19:55:00,9968358,DS: AZ13 BB,14,228.99,13.1,82510,SN SN SN,3E5399,PREVISTA
2025-08-12,00:30:00,GR,32.29,43232,9865336,P,2025-08-02 23:18:00,9865336,DS: AZ01 BE,15,228.99,0.0,81662,S CAM W,H8WU,PREVISTA
2025-08-12,00:30:00,OH,36.0,44865,9529530,,,9529530,EA: AZ15 BB,16,210.0,9.8,69990, ,C6AL8,PREVISTA
2025-08-12,01:00:00,TQ,27.43,21151,9737101,P,2025-08-04 18:50:00,9737101,DS: PCAT EXT BE,17,179.53,0.0,35863,SN W CAM,DUIJ,PREVISTA
2025-08-12,01:00:00,GR,32.3,40070,9460588,L,2025-08-04 09:42:00,9460588,AT: F62/AZ13 BB,18,225.0,7.19,76347,SV W CAM,3FSB2,A CONFIRMAR
2025-08-12,01:00:00,TQ,32.21,30259,9907768,P,2025-08-07 17:00:00,9907768,AT: F51/PCAT EXT,19,183.2,10.65,49367,S CAM SV,D5XD4,PREVISTA
2025-08-12,00:00:00,FC,30.04,28927,9314935,P,2025-08-10 08:30:00,9314935,DS: AZ15 BE,20,222.15,11.5,39155,S CAM W,CQAC7,PREVISTA
2025-08-12,06:00:00,FC,40.05,76486,9398228,,,9398228,EF: ,21,304.16,0.0,85713, ,D5QT6,PREVISTA
2025-08-12,06:00:00,GR,32.3,36336,9712175,L,2025-07-27 03:35:00,9712175,DS: AZ12 BE,22,199.9,0.0,63261,SV W S,VROW7,PREVISTA
2025-08-12,07:00:00,FC,32.3,39906,9478494,,2025-08-10 08:12:00,9478494,EF: ,23,260.66,0.0,50595, ,5LNG7,PREVISTA
2025-08-12,07:00:00,CG,32.26,39128,1047483,,2025-07-26 03:36:00,1047483,EF: ,24,199.9,0.0,61419, ,VRWQ7,PREVISTA
2025-08-12,07:00:00,GR,32.32,36347,9726566,,2025-07-29 09:36:00,9726566,EF: ,25,199.99,0.0,63456, ,CQNF,PREVISTA
2025-08-12,07:00:00,TQ,32.23,29124,9458858,,,9458858,EF: ,26,183.0,0.0,45479, ,V7FU4,PREVISTA
2025-08-12,07:00:00,GR,27.03,17431,9228227,,,9228227,EF: ,27,170.0,0.0,28494, ,SVDY4,PREVISTA
2025-08-12,11:00:00,TQ,32.23,29514,9934905,,,9934905,EA: PCAT EXT QB,28,183.06,0.0,49990, ,SVDP4,PREVISTA
2025-08-12,13:00:00,GR,32.29,43004,9582465,,2025-07-31 08:35:00,9582465,EF: ,29,228.99,0.0,82158, ,9V9746,PREVISTA
2025-08-12,13:00:00,TQ,27.45,23676,9714068,,,9714068,EF: ,30,184.0,0.0,38506, ,V7GV9,PREVISTA
2025-08-12,13:00:00,GR,23.8,20848,9996939,,2025-07-21 10:55:00,9996939,EF: ,31,189.98,0.0,32215, ,9HA6128,PREVISTA
2025-08-12,13:00:00,GR,32.29,43024,9494101,,2025-07-27 13:00:00,9494101,EF: ,32,228.99,7.09,82217, ,C6HT2,PREVISTA
2025-08-12,13:00:00,OH,36.0,45030,1027354,,2025-07-28 17:36:00,1027354,EF: ,33,209.99,7.5,73658, ,3E6635,PREVISTA
2025-08-12,13:00:00,GR,23.6,17997,9146819,L,2025-07-25 06:59:00,9146819,DS: AZ05 BB,34,185.0,0.0,30838,CAM S SV,V4KV6,PREVISTA
2025-08-12,11:00:00,GR,32.3,36025,9875666,,2025-07-18 07:36:00,9875666,AT: F52/AZ08 BE,35,199.9,11.2,63243, ,3EGA9,PREVISTA
2025-08-12,06:00:00,GR,32.29,44120,9864679,L,2025-07-11 22:36:00,9864679,MA: AZ08 BE/AZ09 BB,36,228.9,11.58,81962,SV W S,3FKA5,PREVISTA
2025-08-12,14:00:00,GR,30.04,22400,9519169,L,2025-07-19 11:28:00,9519169,AT: F32/AZ0304,37,180.4,5.8,35118,CAM SN SV,9HA2626,PREVISTA
2025-08-12,15:00:00,GR,27.0,17986,9561875,P,,9561875,DS: AZ02 BE,38,170.7,0.0,29638,SN W CAM,3FTJ7,PREVISTA
2025-08-12,16:00:00,FC,40.0,71787,9350020,,,9350020,EF: ,39,293.18,0.0,72912, ,A8NM6,PREVISTA
2025-08-12,16:00:00,FC,34.88,39106,9612765,,,9612765,EF: ,40,223.98,0.0,48044, ,PU8237,PREVISTA
2025-08-12,17:00:00,GR,32.3,36291,9735799,,,9735799,EF: ,41,199.9,0.0,63437, ,V7ZT3,PREVISTA
2025-08-12,17:00:00,GR,32.3,35812,9665554,,2025-08-10 06:30:00,9665554,EF: ,42,199.99,0.0,63500, ,CQ2384,PREVISTA
2025-08-12,17:30:00,GR,29.8,23281,9740160,L,2025-08-02 11:00:00,9740160,DS: FOSPAR INT BB,43,179.97,0.0,37653,SV W S,3FQD8,PREVISTA
2025-08-12,18:30:00,FC,51.04,146337,9945851,,2025-08-09 10:00:00,9945851,EF: ,44,335.94,10.0,144653, ,VRWA4,PREVISTA
2025-08-12,19:00:00,FC,40.0,77048,9267637,,,9267637,EF: F72,45,299.95,9.4,89832, ,D5HF9,PREVISTA
2025-08-12,19:00:00,GR,32.29,35805,9849502,,2025-08-06 09:30:00,9849502,EF: ,46,199.98,0.0,63553, ,V7A2483,PREVISTA
2025-08-12,19:00:00,GR,32.29,43036,9758430,,2025-08-06 16:18:00,9758430,EF: ,47,228.99,6.92,81761, ,3FDU4,PREVISTA
2025-08-12,19:00:00,GR,32.29,44397,9865568,L,2025-07-19 21:00:00,9865568,DS: FOSPAR EXT BB,48,229.0,0.0,81878,SN CAM S,3FTP5,PREVISTA
2025-08-12,20:00:00,FC,48.32,118938,9622215,,,9622215,EF: ,49,333.18,0.0,124453, ,OXDI2,PREVISTA
2025-08-13,05:00:00,GR,30.08,26411,9670781,,,9670781,EF: ,50,189.99,0.0,43532, ,D5KL8,PREVISTA
2025-08-13,05:00:00,TQ,25.0,16084,9731729,O,2025-08-03 09:25:00,9731729,DS: PCAT INT BB,51,160.0,7.5,25196,W CAM S,CQTD,PREVISTA
2025-08-13,07:00:00,GR,32.29,34618,9919668,P,2025-08-02 09:12:00,9919668,DS: AZ1011 BE,52,199.9,0.0,61105,SV W S,3E2052,PREVISTA
2025-08-13,10:00:00,RR,32.26,59493,9442861,,,9442861,EF: ,53,199.97,0.0,18930, ,3EPT6,PREVISTA
2025-08-13,10:00:00,GR,36.0,49797,9941427,,,9941427,EF: ,54,229.9,0.0,85123, ,9V7288,PREVISTA
2025-08-13,12:00:00,OH,32.3,31864,9687095,P,2025-08-03 23:59:00,9687095,DS: PFELIX 2 BB,55,189.99,9.0,55978,SV W S,HOGX,PREVISTA
2025-08-13,12:00:00,GR,32.29,44114,9827384,,,9827384,EF: ,56,229.0,0.0,82063, ,C6DO2,PREVISTA
2025-08-13,12:00:00,TQ,32.23,29712,9524774,L,2025-08-01 06:05:00,9524774,AT: F23/PCAT INT BB,57,183.15,9.85,45318,W SV S,LMAJ7,PREVISTA
2025-08-13,13:00:00,FC,48.2,93702,9732606,,,9732606,EF: ,58,300.0,0.0,117366, ,9HA5844,PREVISTA
2025-08-13,13:00:00,GR,32.31,43518,9858527,,2025-08-04 20:18:00,9858527,EF: ,59,229.0,0.0,80681, ,9V6042,PREVISTA
2025-08-13,13:00:00,TQ,32.24,29683,9326500,,,9326500,EF: ,60,182.9,0.0,51371, ,9HA4912,PREVISTA
2025-08-13,13:00:00,GR,28.44,20969,9599016,,2025-07-24 16:06:00,9599016,EF: ,61,179.9,0.0,32312, ,D5PJ6,PREVISTA
2025-08-13,13:00:00,GR,32.29,39737,9553062,,2025-07-22 12:24:00,9553062,EF: ,62,224.94,7.4,76619, ,V7JT8,PREVISTA
2025-08-13,13:00:00,GR,28.53,24167,9621869,,2025-07-21 22:45:00,9621869,EF: ,63,189.99,10.4,37869, ,VRWG5,PREVISTA
2025-08-13,13:00:00,TQ,32.24,29266,9381756,L,,9381756,DS: P2EXT BB,64,183.21,0.0,49999,W W W,V7A2623,PREVISTA
2025-08-13,17:00:00,FC,45.64,95681,9393022,,,9393022,EF: ,65,339.62,0.0,122741, ,3EUT5,PREVISTA
2025-08-13,17:00:00,FC,28.44,19122,9813802,,,9813802,EF: ,66,172.0,0.0,23261, ,5LMJ7,PREVISTA
2025-08-13,17:00:00,GR,32.31,44318,9911771,,,9911771,EF: ,67,229.0,0.0,82523, ,V74885,PREVISTA
2025-08-13,17:00:00,GR,32.3,44127,9718698,,,9718698,EF: ,68,229.0,0.0,82043, ,D5JD3,PREVISTA
2025-08-13,17:00:00,TQ,32.24,29899,9688350,,,9688350,EF: ,69,183.12,0.0,49990, ,V7DS2,PREVISTA
2025-08-13,17:00:00,GR,30.03,24785,9657868,,,9657868,EF: ,70,179.99,0.0,39182, ,9VA013,PREVISTA
2025-08-13,17:00:00,OH,26.06,17944,9284362,,,9284362,EF: ,71,178.43,0.0,27074, ,V4JD6,PREVISTA
2025-08-13,19:00:00,GR,32.29,44095,9843742,,2025-08-07 13:06:00,9843742,EF: ,72,229.0,13.1,82055, ,5BHT5,PREVISTA
2025-08-13,20:00:00,FC,48.43,116295,9850898,,,9850898,EF: ,73,333.95,0.0,130573, ,5LAF3,PREVISTA
2025-08-13,22:00:00,FC,32.25,55487,9337688,,2025-08-11 05:01:00,9337688,EF: ,74,294.12,9.1,65976, ,3EOS4,PREVISTA
2025-08-13,22:00:00,FC,48.22,96331,9702065,,2025-08-09 17:53:00,9702065,EF: ,75,299.79,11.8,127447, ,CQEU7,PREVISTA
2025-08-14,03:00:00,FC,45.86,106463,1016654,,2025-08-02 11:48:00,1016654,EF: ,76,335.0,12.5,139647, ,5LVA3,PREVISTA
2025-08-14,05:00:00,FC,48.34,113976,9786736,,,9786736,EF: ,77,330.0,0.0,132672, ,VRTG6,PREVISTA
2025-08-14,08:00:00,FC,48.29,94895,9687526,,,9687526,EF: ,78,299.9,0.0,116933, ,D5HE7,PREVISTA
2025-08-14,12:00:00,OH,30.6,23950,9544164,,,9544164,EF: ,79,184.75,0.0,38140, ,V7A5613,PREVISTA
2025-08-14,12:00:00,TQ,23.1,15314,9458157,,,9458157,EF: ,80,155.0,0.0,17740, ,3FTO4,PREVISTA
2025-08-14,13:00:00,TQ,32.23,29735,9440514,,,9440514,EF: ,81,183.06,0.0,49990, ,9A2798,PREVISTA
2025-08-14,14:00:00,FC,32.3,40030,9360910,,,9360910,EF: ,82,259.8,0.0,50813, ,C4XC2,PREVISTA
2025-08-14,15:00:00,FC,37.5,45169,9624299,,,9624299,EF: ,83,255.17,0.0,59993, ,H3NI,PREVISTA
2025-08-14,17:00:00,GR,32.3,33044,9466908,,,9466908,EF: ,84,189.99,0.0,56831, ,V7VC9,PREVISTA
2025-08-14,17:00:00,CG,27.74,22070,9546174,,,9546174,EF: ,85,179.5,0.0,33478, ,V4GC6,PREVISTA
2025-08-14,19:00:00,FC,48.33,95514,9720201,,,9720201,EF: ,86,299.93,0.0,130819, ,CQEW8,PREVISTA
2025-08-15,04:00:00,FC,34.88,39106,9612789,,,9612789,EF: ,87,223.96,0.0,48039, ,PU8163,PREVISTA
2025-08-15,05:00:00,FC,40.0,68570,9302102,,,9302102,EF: ,88,284.71,0.0,71283, ,D5UB8,PREVISTA
2025-08-15,07:00:00,RR,31.14,40986,9318498,,,9318498,EF: ,89,176.0,0.0,10855, ,C6VT8,PREVISTA
2025-08-15,07:00:00,TQ,32.23,29528,9831191,,,9831191,EF: ,90,183.06,0.0,49999, ,D5QE5,PREVISTA
2025-08-15,07:00:00,TQ,28.3,22446,9866770,,,9866770,EF: ,91,182.9,0.0,36221, ,LAKA8,PREVISTA
2025-08-15,08:00:00,RR,36.19,71543,9680712,,,9680712,EF: ,92,236.32,0.0,30801, ,IBDE,PREVISTA
2025-08-15,12:00:00,FC,48.32,112836,9777175,,,9777175,EF: ,93,330.02,0.0,134931, ,9HA4529,PREVISTA
2025-08-15,12:00:00,FC,34.89,39106,9612791,,,9612791,EF: ,94,224.0,0.0,48044, ,PU8270,PREVISTA
2025-08-15,13:00:00,FC,45.2,89174,9526942,,,9526942,EF: ,95,299.9,0.0,106043, ,OZGB2,PREVISTA
2025-08-15,13:00:00,TQ,32.23,30240,9538153,,,9538153,EF: ,96,183.2,0.0,52422, ,9V8232,PREVISTA
2025-08-15,13:00:00,TQ,26.8,19349,9568500,,,9568500,EF: ,97,170.0,0.0,26961, ,3FHT5,PREVISTA
2025-08-15,13:00:00,GR,32.3,33042,9607277,,2025-08-06 15:30:00,9607277,EF: ,98,189.99,12.1,56780, ,9HA2800,PREVISTA
2025-08-15,17:00:00,GR,32.29,43268,9582843,,,9582843,EF: ,99,228.99,0.0,82113, ,V7A4724,PREVISTA
2025-08-15,17:00:00,GR,32.26,43241,9836579,,,9836579,EF: ,100,229.0,0.0,81668, ,V7A2879,PREVISTA
2025-08-15,17:00:00,GR,32.24,34157,9775854,,,9775854,EF: ,101,199.99,0.0,60513, ,3FDI9,PREVISTA
2025-08-15,17:00:00,GR,32.3,33230,9494058,,,9494058,EF: ,102,190.0,0.0,57408, ,A8XO2,PREVISTA
2025-08-15,17:00:00,GR,30.05,24212,9626613,,,9626613,EF: ,103,180.0,0.0,35856, ,V7YS3,PREVISTA
